00:00:00.005201 main     VirtualBox XPCOM Server 7.2.4 r170995 linux.amd64 (Oct 22 2025 16:59:14) release log
00:00:11.808076 DCon01   Finished saving settings file "/home/cl4rksec/.config/VirtualBox/VirtualBox.xml"
00:01:20.443947 DCon07   Platform architecture set to 'x86'
00:01:20.444404 DCon07   Platform architecture set to 'x86'
00:01:20.444458 DCon07   Platform architecture set to 'x86'
00:01:20.445895 DCon07   Platform architecture set to 'x86'
00:01:20.458658 DCon07   Saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox" with version "1.19-linux"
00:01:20.605227 DCon07   Finished saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox"
00:01:20.605624 DCon07   Saving settings file "/home/cl4rksec/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:01:20.741410 DCon07   Finished saving settings file "/home/cl4rksec/.config/VirtualBox/VirtualBox.xml"
00:01:20.745420 DCon03   Platform architecture set to 'x86'
00:01:20.752720 DCon08   Saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox" with version "1.19-linux"
00:01:20.878928 DCon08   Finished saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox"
00:01:20.885210 DCon07   Saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox" with version "1.19-linux"
00:01:21.021034 DCon07   Finished saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox"
00:01:21.022760 DCon07   Saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox" with version "1.19-linux"
00:01:21.155858 DCon07   Finished saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox"
00:01:21.197456 DCon08   Saving settings file "/home/cl4rksec/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:01:21.324861 DCon08   Finished saving settings file "/home/cl4rksec/.config/VirtualBox/VirtualBox.xml"
00:01:21.469697 DCon03   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:01:21.489177 DCon01   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is PoweredOff)}, preserve=false aResultDetail=0
00:01:21.740255 DCon01   Saving settings file "/home/cl4rksec/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:01:21.872977 DCon01   Finished saving settings file "/home/cl4rksec/.config/VirtualBox/VirtualBox.xml"
00:01:23.465662 DCon01   Launched VM: 3826129440 pid: 2245 (0x8c5) frontend: GUI/Qt name: hyprland
00:01:23.570476 DCon07   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:01:23.634860 DCon09   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is PoweredOff)}, preserve=false aResultDetail=0
00:01:24.246520 DCon09   Platform architecture set to 'x86'
00:01:24.309716 DCon13   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:01:24.333277 DCon13   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is PoweredOff)}, preserve=false aResultDetail=0
00:01:26.149935 DCon13   ERROR [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={83cfdc66-4f20-4569-ad39-8722f7d472b3} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
00:01:26.239216 DCon13   NetIfAdpCtlOut: VBoxNetAdpCtl: Error while retrieving link status for wlo1: VBoxNetAdpCtl: ioctl failed: Operation not supported
00:01:26.461602 DCon13   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:01:26.514833 DCon11   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Starting)}, preserve=false aResultDetail=0
00:01:26.553796 DCon11   ERROR [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={83cfdc66-4f20-4569-ad39-8722f7d472b3} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
00:01:26.596939 DCon08   Saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox" with version "1.19-linux"
00:01:26.792512 DCon08   Finished saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox"
00:01:26.848421 DCon14   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:01:26.997433 DCon07   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Starting)}, preserve=false aResultDetail=0
00:01:27.075916 DCon14   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={7d510820-a678-4730-a862-818dcd3fbed0} aComponent={MediumWrap} aText={Property 'CRYPT/KeyId' does not exist}, preserve=false aResultDetail=0
00:01:27.090209 DCon14   HostDnsMonitorProxy::GetDomainName: WOW
00:01:27.090583 DCon14   HostDnsMonitorProxy::GetNameServers:
00:01:27.090591 DCon14     name server 1: 187.86.167.47
00:01:27.090599 DCon14     name server 2: 8.8.8.8
00:01:27.090604 DCon14     name server 3: 2803:a3e0:a3e0::47
00:01:27.090936 DCon14   HostDnsMonitorProxy::GetSearchStrings:
00:01:27.090953 DCon14     search string 1: WOW
00:01:27.175335 DCon12   ERROR [COM]: aRC=NS_ERROR_FAILURE (0x80004005) aIID={83cfdc66-4f20-4569-ad39-8722f7d472b3} aComponent={RecordingSettingsWrap} aText={Recording not started}, preserve=false aResultDetail=0
00:01:27.273136 DCon09   Saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox" with version "1.19-linux"
00:01:27.404719 DCon09   Finished saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox"
00:01:27.405124 DCon12   Saving settings file "/home/cl4rksec/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:01:27.531481 DCon12   Finished saving settings file "/home/cl4rksec/.config/VirtualBox/VirtualBox.xml"
00:01:27.585795 DCon10   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:01:27.640634 DCon12   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:03:03.286596 DCon12   Saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox" with version "1.19-linux"
00:03:03.425910 DCon12   Finished saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox"
00:03:03.473051 DCon07   Saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox" with version "1.19-linux"
00:03:03.479927 DCon07   Finished saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox"
00:03:03.499234 DCon11   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:03:03.540640 DCon16   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:03:03.589483 DCon16   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:03:04.095945 DCon16   Saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox" with version "1.19-linux"
00:03:04.099717 DCon16   Finished saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox"
00:03:04.149205 DCon12   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:03:04.231647 DCon16   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:03:05.884607 DCon07   Saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox" with version "1.19-linux"
00:03:05.888312 DCon07   Finished saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox"
00:03:05.942806 DCon22   Saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox" with version "1.19-linux"
00:03:05.948637 DCon22   Finished saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox"
00:03:05.972175 DCon18   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:03:06.009077 DCon13   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:03:06.050944 DCon17   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:03:07.609690 DCon10   Saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox" with version "1.19-linux"
00:03:07.614682 DCon10   Finished saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox"
00:03:07.655043 DCon23   Saving settings file "/home/cl4rksec/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:03:07.658775 DCon23   Finished saving settings file "/home/cl4rksec/.config/VirtualBox/VirtualBox.xml"
00:03:07.683835 DCon23   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:03:07.730919 DCon23   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:03:08.335984 DCon22   Saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox" with version "1.19-linux"
00:03:08.344480 DCon22   Finished saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox"
00:03:08.385666 DCon10   Saving settings file "/home/cl4rksec/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:03:08.389365 DCon10   Finished saving settings file "/home/cl4rksec/.config/VirtualBox/VirtualBox.xml"
00:03:08.415384 DCon07   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:03:08.461294 DCon10   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:03:13.798508 DCon07   Saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox" with version "1.19-linux"
00:03:13.804512 DCon07   Finished saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox"
00:03:13.871913 DCon10   Saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox" with version "1.19-linux"
00:03:13.875972 DCon10   Finished saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox"
00:03:13.876295 DCon22   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:03:13.896281 DCon16   Saving settings file "/home/cl4rksec/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:03:13.900044 DCon16   Finished saving settings file "/home/cl4rksec/.config/VirtualBox/VirtualBox.xml"
00:03:13.954200 DCon16   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:03:14.006105 DCon16   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:03:14.409519 DCon09   Saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox" with version "1.19-linux"
00:03:14.413004 DCon09   Finished saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox"
00:03:14.461524 DCon16   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:03:14.584846 DCon16   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:03:26.017467 DCon07   Saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox" with version "1.19-linux"
00:03:26.150912 DCon07   Finished saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox"
00:03:26.207821 DCon18   Saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox" with version "1.19-linux"
00:03:26.403520 DCon18   Finished saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox"
00:03:26.424319 DCon23   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:03:26.495281 DCon20   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:03:26.549307 DCon26   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:51:40.265555 USBPROXY USBProxyBackendLinux: Device 1c4f:0084 (sysfs:/sys/devices/pci0000:00/0000:00:10.0/usb1/1-1//device:/dev/vboxusb/001/003) isn't accessible. giving udev a few seconds to fix this...
00:52:24.267948 DCon91   Saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox" with version "1.19-linux"
00:52:24.562453 DCon91   Finished saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox"
00:52:24.650649 DCon80   Saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox" with version "1.19-linux"
00:52:24.855078 DCon80   Finished saving settings file "/home/cl4rksec/VirtualBox VMs/hyprland/hyprland.vbox"
00:52:25.030056 DCon94   Saving settings file "/home/cl4rksec/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:52:25.273480 DCon94   Finished saving settings file "/home/cl4rksec/.config/VirtualBox/VirtualBox.xml"
00:52:25.326870 DCon95   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:52:25.420042 DCon91   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is Running)}, preserve=false aResultDetail=0
00:52:25.510109 DCon91   Saving settings file "/home/cl4rksec/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:52:25.705860 DCon91   Finished saving settings file "/home/cl4rksec/.config/VirtualBox/VirtualBox.xml"
00:52:25.939721 DCon91   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:52:26.148824 DCon94   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is PoweredOff)}, preserve=false aResultDetail=0
00:52:26.606579 DCon94   Launched VM: 2952794240 pid: 12433 (0x3091) frontend: GUI/Qt name: bspwm
00:52:26.771292 DCon90   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:52:26.889296 DCon90   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is PoweredOff)}, preserve=false aResultDetail=0
00:52:28.164948 DCon84   Platform architecture set to 'x86'
00:52:28.290310 DCon91   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:52:28.358434 DCon97   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is PoweredOff)}, preserve=false aResultDetail=0
00:52:38.825147 DCon98   NetIfAdpCtlOut: VBoxNetAdpCtl: Error while retrieving link status for wlo1: VBoxNetAdpCtl: ioctl failed: Operation not supported
00:52:39.008906 DCon90   ERROR [COM]: aRC=VBOX_E_INVALID_OBJECT_STATE (0x80bb0007) aIID={7d510820-a678-4730-a862-818dcd3fbed0} aComponent={MediumWrap} aText={Medium '/home/cl4rksec/Cybersecurity/Iso/kali-linux-2025.3-virtualbox-amd64/kali-linux-2025.3-virtualbox-amd64.vdi' is locked for writing by another task}, preserve=true aResultDetail=0
00:52:39.009008 DCon90   ERROR [COM]: aRC=VBOX_E_INVALID_OBJECT_STATE (0x80bb0007) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={SessionMachine} aText={Locking of attached media failed. A possible reason is that one of the media is attached to a running VM}, preserve=true aResultDetail=0
00:52:39.185549 DCon94   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:52:39.194276 DCon94   Saving settings file "/home/cl4rksec/VirtualBox VMs/bspwm/bspwm.vbox" with version "1.19-linux"
00:52:39.580878 DCon94   Finished saving settings file "/home/cl4rksec/VirtualBox VMs/bspwm/bspwm.vbox"
00:52:39.581564 DCon93   Saving settings file "/home/cl4rksec/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:52:39.916043 DCon93   Finished saving settings file "/home/cl4rksec/.config/VirtualBox/VirtualBox.xml"
00:52:40.388912 DCon88   ERROR [COM]: aRC=VBOX_E_OBJECT_NOT_FOUND (0x80bb0001) aIID={5bfd8965-b81b-469f-8649-f717ce97a5d5} aComponent={NvramStoreWrap} aText={The UEFI NVRAM file is not existing for this machine}, preserve=false aResultDetail=0
00:52:40.428825 DCon93   ERROR [COM]: aRC=VBOX_E_INVALID_VM_STATE (0x80bb0002) aIID={e36a5081-a82a-40bd-9e4e-42a44d6ce50f} aComponent={MachineWrap} aText={The machine is not mutable, saved or running (state is PoweredOff)}, preserve=false aResultDetail=0
00:52:40.484437 DCon84   Saving settings file "/home/cl4rksec/.config/VirtualBox/VirtualBox.xml" with version "1.12-linux"
00:52:40.762434 DCon84   Finished saving settings file "/home/cl4rksec/.config/VirtualBox/VirtualBox.xml"
00:52:40.763259 DCon99   Saving settings file "/home/cl4rksec/VirtualBox VMs/bspwm/bspwm.vbox" with version "1.19-linux"
